Unique_ID,Interest_5th,Interest_6th,Final_Interests,Interest,Final_Interests_7th,Interest_8th,Final_Interests_8th,Interest_9th,Final_Interests_9th,Interest_10th,Final_Interests_10th
stud_102,"Geography, Drawing","Hindi, Drawing, Computer","Computer, Drawing, Hindi","Hindi, Drawing, Computer","Computer, Drawing, Hindi","Hindi, Geography","Geography, Hindi","English, History, Geometry","English, Geography, Geometry, Hindi, History","Marathi, Drawing","Drawing, English, Geography, Geometry, Hindi, History, Marathi"
stud_103,"Drawing, Computer","History, Environmental Studies","Computer, Drawing, Environmental Studies, History","History, Environmental Studies","Environmental Studies, History","History, Computer","Computer, History","Marathi, English, Defence","Computer, Defence, English, History, Marathi","Environmental Studies, Geometry","Computer, Defence, English, Environmental Studies, Geometry, History, Marathi"
stud_104,"Marathi, Geography","English, Science","English, Geography, Marathi, Science","English, Science","English, Science","Hindi, Computer","Computer, English, Hindi, Science","English, Defence","Defence, English","History, Algebra","Algebra, Defence, English, History"
stud_105,"Drawing, Math","Marathi, History, Geography, Sports, Environmental Studies","Drawing, Environmental Studies, Geography, History, Marathi, Math, Sports","Marathi, History, Geography, Sports, Environmental Studies","Environmental Studies, Geography, History, Marathi, Sports","Urdu, English","English, Environmental Studies, Geography, History, Marathi, Sports, Urdu","English, Environmental Studies, Algebra","Algebra, English, Environmental Studies","English, Geography","English, Geography"
stud_106,"English, Math","Urdu, English, Geography","English, Geography, Urdu","Urdu, English, Geography","English, Geography, Urdu","English, Drawing","Drawing, English","Hindi, History","Drawing, English, Hindi, History","English, Geometry","English, Geometry"
stud_107,"Drawing, Environmental Studies","Marathi, English","Drawing, English, Environmental Studies, Marathi","Marathi, English","English, Marathi","Marathi, Drawing","Drawing, Marathi","Algebra, Defence","Algebra, Defence, Drawing, Marathi","Urdu, English","Algebra, Defence, Drawing, English, Marathi, Urdu"
stud_108,"Science, Geography","Marathi, Environmental Studies","Environmental Studies, Geography, Marathi, Science","Marathi, Environmental Studies","Environmental Studies, Marathi","Urdu, History","Environmental Studies, History, Marathi, Urdu","Drawing, Defence","Defence, Drawing, Environmental Studies, History, Marathi, Urdu","Hindi, Sanskrit","Defence, Drawing, Environmental Studies, Hindi, History, Marathi, Sanskrit, Urdu"
stud_109,"English, Computer","History, Science","Computer, English, History, Science","History, Science","History, Science","Environmental Studies, Computer","Computer, Environmental Studies, History, Science","Urdu, Science","Science, Urdu","Geography, Computer","Computer, Geography, Science, Urdu"
stud_110,"Math, Computer","Hindi, History","Computer, Hindi, History, Math","Hindi, History","Hindi, History","Drawing, Math","Drawing, Hindi, History, Math","Algebra, Computer","Algebra, Computer, Drawing, Hindi, History, Math","Urdu, English","Algebra, Computer, Drawing, English, Hindi, History, Math, Urdu"
stud_111,"Marathi, Urdu","English, Drawing","Drawing, English, Marathi, Urdu","English, Drawing","Drawing, English","History, Geography, Math","Drawing, English, Geography, History, Math","Drawing, Sports","Drawing, Sports","Marathi, Sports, Algebra","Algebra, Marathi, Sports"
stud_112,"Sports, Math","History, Environmental Studies","Environmental Studies, History, Math, Sports","History, Environmental Studies","Environmental Studies, History","Marathi, Computer","Computer, Environmental Studies, History, Marathi","Urdu, Computer","Computer, Urdu","Algebra, Defence","Algebra, Computer, Defence, Urdu"
stud_113,"Sports, Environmental Studies","Drawing, Sports","Drawing, Sports","Drawing, Sports","Drawing, Sports","Urdu, Drawing","Drawing, Urdu","History, Science","Drawing, History, Science, Urdu","Science, Geometry","Geometry, Science"
stud_114,"English, Environmental Studies","Marathi, Urdu, Drawing","Drawing, English, Environmental Studies, Marathi, Urdu","Marathi, Urdu, Drawing","Drawing, Marathi, Urdu","Hindi, Computer","Computer, Drawing, Hindi, Marathi, Urdu","Algebra, Geometry","Algebra, Computer, Drawing, Geometry, Hindi, Marathi, Urdu","Hindi, Geometry","Geometry, Hindi"
stud_115,"Marathi, Hindi, Math","English, Environmental Studies","English, Environmental Studies, Hindi, Marathi, Math","English, Environmental Studies","English, Environmental Studies","Science, Environmental Studies","Environmental Studies, Science","Urdu, History","Environmental Studies, History, Science, Urdu","Marathi, Geometry","Environmental Studies, Geometry, History, Marathi, Science, Urdu"
stud_116,"English, Geography","Drawing, Computer","Computer, Drawing, English, Geography","Drawing, Computer","Computer, Drawing","Science, Environmental Studies","Computer, Drawing, Environmental Studies, Science","Urdu, Algebra, Defence","Algebra, Computer, Defence, Drawing, Environmental Studies, Science, Urdu","Science, Sports","Science, Sports"
stud_117,"Hindi, Math","Science, Geography","Geography, Hindi, Math, Science","Science, Geography","Geography, Science","History, Environmental Studies","Environmental Studies, Geography, History, Science","History, Geography","Geography, History","Geography, Drawing","Drawing, Geography"
stud_118,"English, Science","Marathi, Geography","English, Geography, Marathi, Science","Marathi, Geography","Geography, Marathi","Science, Environmental Studies","Environmental Studies, Geography, Marathi, Science","Hindi, Sports","Environmental Studies, Geography, Hindi, Marathi, Science, Sports","Science, Drawing","Drawing, Science"
stud_119,"Science, Computer","Marathi, History, Geography","Computer, Geography, History, Marathi, Science","Marathi, History, Geography","Geography, History, Marathi","Urdu, Geography","Geography, Urdu","Marathi, Defence","Defence, Geography, Marathi, Urdu","Science, Algebra","Algebra, Defence, Geography, Marathi, Science, Urdu"
stud_120,"English, Environmental Studies, Computer","Marathi, Science, Drawing, Computer","Computer, Drawing, Marathi, Science","Marathi, Science, Drawing, Computer","Computer, Drawing, Marathi, Science","History, Environmental Studies","Computer, Drawing, Environmental Studies, History, Marathi, Science","History, Science, Geometry","Geometry, History, Science","Marathi, Science","Marathi, Science"
stud_121,"Geography, Drawing, Sports","Hindi, Science, Environmental Studies","Drawing, Environmental Studies, Geography, Hindi, Science, Sports","Hindi, Science, Environmental Studies","Environmental Studies, Hindi, Science","Urdu, Sports","Environmental Studies, Hindi, Science, Sports, Urdu","Marathi, Hindi, Geometry","Geometry, Hindi, Marathi","Hindi, Science","Hindi, Science"
stud_122,"History, Drawing","Marathi, Environmental Studies","Drawing, Environmental Studies, History, Marathi","Marathi, Environmental Studies","Environmental Studies, Marathi","Hindi, Drawing","Drawing, Environmental Studies, Hindi, Marathi","Urdu, Science","Drawing, Environmental Studies, Hindi, Marathi, Science, Urdu","Science, Geometry","Geometry, Science"
stud_123,"Hindi, Geography","Urdu, Sports","Geography, Hindi, Sports, Urdu","Urdu, Sports","Sports, Urdu","Science, Sports","Science, Sports","Urdu, Sports","Sports, Urdu","Algebra, Computer","Algebra, Computer, Sports, Urdu"
stud_124,"Hindi, Sports","Hindi, Geography, Environmental Studies, Math","Environmental Studies, Geography, Hindi, Math","Hindi, Geography, Environmental Studies, Math","Environmental Studies, Geography, Hindi, Math","Drawing, Sports","Drawing, Environmental Studies, Geography, Hindi, Math, Sports","English, Environmental Studies, Computer","Computer, English, Environmental Studies","History, Geometry","Computer, English, Environmental Studies, Geometry, History"
stud_125,"English, Science","Urdu, History","English, History, Science, Urdu","Urdu, History","History, Urdu","Urdu, Math","Math, Urdu","Geography, Environmental Studies","Environmental Studies, Geography, Math, Urdu","Hindi, Defence","Defence, Environmental Studies, Geography, Hindi, Math, Urdu"
stud_126,"English, Science","Urdu, Hindi, Science","Hindi, Science, Urdu","Urdu, Hindi, Science","Hindi, Science, Urdu","History, Sports","Hindi, History, Science, Sports, Urdu","Urdu, Sports","Sports, Urdu","Marathi, Computer","Computer, Marathi, Sports, Urdu"
stud_127,"English, Computer","Geography, Drawing","Computer, Drawing, English, Geography","Geography, Drawing","Drawing, Geography","Urdu, English","Drawing, English, Geography, Urdu","Marathi, English","English, Marathi","Geometry, Defence","Defence, English, Geometry, Marathi"
stud_128,"Marathi, Urdu","Geography, Sports","Geography, Marathi, Sports, Urdu","Geography, Sports","Geography, Sports","English, Computer","Computer, English, Geography, Sports","English, Drawing, Computer","Computer, Drawing, English","Urdu, Computer","Computer, Urdu"
stud_129,"Drawing, Sports","Urdu, Hindi","Drawing, Hindi, Sports, Urdu","Urdu, Hindi","Hindi, Urdu","Drawing, Environmental Studies","Drawing, Environmental Studies, Hindi, Urdu","Hindi, Environmental Studies","Environmental Studies, Hindi","Hindi, Defence","Defence, Hindi"
stud_130,"Marathi, Drawing","History, Sports","Drawing, History, Marathi, Sports","History, Sports","History, Sports","Sports, Math","Math, Sports","Algebra, Defence","Algebra, Defence, Math, Sports","Urdu, Drawing, Sanskrit","Algebra, Defence, Drawing, Math, Sanskrit, Sports, Urdu"
stud_131,"English, Sports","Environmental Studies, Math","English, Environmental Studies, Math, Sports","Environmental Studies, Math","Environmental Studies, Math","Science, Sports","Environmental Studies, Math, Science, Sports","Marathi, English","English, Environmental Studies, Marathi, Math, Science, Sports","English, Geometry","English, Geometry"
stud_132,"Sports, Math","Environmental Studies, Math","Environmental Studies, Math","Environmental Studies, Math","Environmental Studies, Math","History, Geography","Environmental Studies, Geography, History, Math","Hindi, Geometry, Computer","Computer, Environmental Studies, Geography, Geometry, Hindi, History, Math","Geography, Drawing","Drawing, Geography"
stud_133,"Hindi, History","Marathi, History","History, Marathi","Marathi, History","History, Marathi","Drawing, Math","Drawing, History, Marathi, Math","Science, Drawing, Defence","Defence, Drawing, Science","Science, Sports","Science, Sports"
stud_134,"Geography, Sports","Urdu, Math","Geography, Math, Sports, Urdu","Urdu, Math","Math, Urdu","Hindi, Math","Hindi, Math","Marathi, Sports, Algebra","Algebra, Hindi, Marathi, Math, Sports","Urdu, Drawing, Geometry","Algebra, Drawing, Geometry, Hindi, Marathi, Math, Sports, Urdu"
stud_135,"English, Geography","Geography, Math","Geography, Math","Geography, Math","Geography, Math","English, Science","English, Geography, Math, Science","History, Science","History, Science","Urdu, Computer","Computer, History, Science, Urdu"
stud_136,"English, Sports","Marathi, Urdu","English, Marathi, Sports, Urdu","Marathi, Urdu","Marathi, Urdu","Marathi, English, Geography","English, Geography, Marathi","Science, Defence","Defence, English, Geography, Marathi, Science","Algebra, Computer","Algebra, Computer, Defence, English, Geography, Marathi, Science"
stud_137,"Geography, Environmental Studies","Marathi, Drawing, Sports","Drawing, Environmental Studies, Geography, Marathi, Sports","Marathi, Drawing, Sports","Drawing, Marathi, Sports","Environmental Studies, Math","Drawing, Environmental Studies, Marathi, Math, Sports","Algebra, Computer","Algebra, Computer, Drawing, Environmental Studies, Marathi, Math, Sports","Geometry, Computer","Computer, Geometry"
stud_138,"English, Science","Marathi, English","English, Marathi","Marathi, English","English, Marathi","History, Sports","English, History, Marathi, Sports","Geography, Computer","Computer, English, Geography, History, Marathi, Sports","Science, Environmental Studies","Computer, English, Environmental Studies, Geography, History, Marathi, Science, Sports"
stud_139,"Hindi, English","Hindi, Environmental Studies","Environmental Studies, Hindi","Hindi, Environmental Studies","Environmental Studies, Hindi","Hindi, Drawing","Drawing, Hindi","Marathi, Urdu","Drawing, Hindi, Marathi, Urdu","Urdu, Defence","Defence, Urdu"
stud_140,"Marathi, Urdu","Geography, Sports","Geography, Marathi, Sports, Urdu","Geography, Sports","Geography, Sports","English, Geography, Drawing","Drawing, English, Geography","Hindi, Sports, Algebra","Algebra, Drawing, English, Geography, Hindi, Sports","Defence, Sanskrit","Algebra, Defence, Drawing, English, Geography, Hindi, Sanskrit, Sports"
stud_141,"Geography, Sports","Urdu, Computer","Computer, Geography, Sports, Urdu","Urdu, Computer","Computer, Urdu","Marathi, Science","Computer, Marathi, Science, Urdu","Marathi, Computer","Computer, Marathi","English, Sports","Computer, English, Marathi, Sports"
