Unique_ID,Marathi_Overall_Growth,Urdu_Overall_Growth,Hindi_Overall_Growth,English_Overall_Growth,History_Overall_Growth,Science_Overall_Growth,Geography_Overall_Growth,Drawing_Overall_Growth,Sports_Overall_Growth,Environmental Studies_Overall_Growth,Math_Overall_Growth,Computer_Overall_Growth,Algebra_Overall_Growth,Geometry_Overall_Growth,Defence_Overall_Growth
stud_182,13.4,-15.4,-1.4,-6.0,-12.8,-4.4,-12.0,-9.2,2.6,-5.4,-23.666666666666668,-9.2,3.0,7.0,-36.0
stud_183,12.4,0.0,-5.2,12.0,8.6,12.8,11.4,-6.6,-1.8,3.0,-12.333333333333334,-6.0,3.0,31.0,-10.0
stud_184,8.0,7.8,2.8,-5.0,0.8,-2.8,3.8,0.2,5.2,-6.0,-0.6666666666666666,-5.0,4.0,-9.0,-45.0
stud_185,3.6,-6.0,6.6,4.6,5.4,0.2,-7.4,1.4,-12.8,1.4,-14.333333333333334,-1.4,22.0,-42.0,68.0
stud_186,5.4,-6.0,-1.4,3.8,6.4,10.0,1.6,-16.2,11.8,2.6,-16.333333333333332,6.6,-15.0,33.0,-79.0
stud_187,-17.0,-0.8,-6.2,9.6,0.8,-11.2,-4.2,-7.8,-0.2,1.6,-9.666666666666666,10.8,-32.0,29.0,-43.0
stud_188,-7.0,-12.6,-12.0,-0.6,13.0,0.6,-11.8,-7.2,14.0,1.6,0.6666666666666666,-3.4,35.0,-14.0,55.0
stud_189,-3.4,0.8,-12.8,-6.6,0.8,11.0,14.6,-8.6,-10.2,0.8,-24.0,-1.4,65.0,-42.0,66.0
stud_190,10.6,4.8,15.2,15.2,11.2,-5.0,6.4,1.6,-6.8,16.8,-11.666666666666666,-2.0,47.0,31.0,14.0
stud_191,-5.0,-9.0,1.2,12.2,-3.4,-6.2,-3.0,-3.2,-0.2,8.2,-15.0,-5.2,8.0,16.0,-18.0
stud_192,6.0,-6.6,16.6,-7.0,3.4,-14.2,4.0,-1.4,13.0,13.0,-5.666666666666667,-3.2,-17.0,-2.0,19.0
stud_193,1.4,5.4,2.4,-0.2,-5.8,2.4,-7.0,-0.2,-0.2,18.0,-6.333333333333333,15.8,-32.0,7.0,27.0
stud_194,2.4,6.0,12.4,-7.2,14.0,-4.2,-6.0,7.2,13.2,-7.6,-6.0,7.2,2.0,-21.0,6.0
stud_195,2.4,7.8,3.8,12.8,10.2,-14.4,11.6,-9.4,1.0,-8.4,-8.333333333333334,9.6,5.0,27.0,71.0
stud_196,-3.4,10.4,-7.2,-14.6,8.0,-4.6,-14.2,-3.4,1.4,-12.0,21.0,-4.6,57.0,-48.0,63.0
stud_197,4.8,2.6,-11.2,1.6,2.2,0.0,-4.0,-5.2,-10.0,1.8,5.0,3.4,42.0,-51.0,-2.0
stud_198,2.4,-13.6,-8.4,15.0,6.2,12.6,8.0,-9.4,7.8,8.4,-5.666666666666667,-2.4,61.0,-48.0,-11.0
stud_199,-4.0,-8.6,9.0,16.2,17.2,-7.0,14.6,-0.8,-1.6,-0.2,-7.333333333333333,-10.4,-23.0,-34.0,49.0
stud_200,0.6,2.4,17.0,-8.2,-2.2,4.6,-12.2,8.2,8.4,-3.0,5.333333333333333,6.0,-10.0,-10.0,-9.0
stud_201,-3.4,-5.6,-10.2,12.4,-12.6,-3.4,0.8,-8.2,-4.0,-13.6,-28.666666666666668,-10.6,-56.0,-24.0,-9.0
stud_202,3.0,16.2,-5.0,-2.8,12.4,-11.0,1.2,-13.6,-9.8,2.8,-4.666666666666667,-8.8,70.0,31.0,-30.0
stud_203,11.2,-4.4,-2.8,-2.8,1.2,10.8,-0.8,-5.8,19.0,7.2,-22.333333333333332,11.2,27.0,-6.0,30.0
stud_204,-0.4,6.2,8.8,-1.6,15.4,-2.0,7.2,-5.6,2.2,-7.8,-22.333333333333332,-18.6,-5.0,-31.0,12.0
stud_205,-8.0,-1.0,-1.0,-2.8,12.2,-2.0,-10.2,-9.2,3.6,1.8,-6.333333333333333,2.4,20.0,1.0,-55.0
stud_206,3.0,4.6,-14.2,-9.2,8.8,1.2,1.0,4.0,-7.6,-2.4,5.666666666666667,11.8,-37.0,17.0,-46.0
stud_207,-4.6,2.2,2.4,7.2,5.8,-2.8,-3.2,-10.2,3.2,-1.8,-10.0,-9.2,9.0,45.0,11.0
stud_208,2.4,-4.4,0.8,-3.2,-8.4,-15.0,-0.4,8.8,-1.8,2.2,2.3333333333333335,7.0,16.0,53.0,-40.0
stud_209,4.4,6.6,-2.2,-5.0,-0.2,-9.6,-4.4,-3.0,-16.0,2.2,-15.0,-5.8,9.0,-29.0,24.0
stud_210,-10.0,-13.4,0.2,0.8,-2.2,2.6,-1.6,-5.8,-5.8,-9.6,16.0,16.0,-46.0,-48.0,-42.0
stud_211,-10.4,4.6,13.0,3.0,-1.6,-8.8,-3.8,17.8,6.2,5.4,-11.333333333333334,-10.4,33.0,-33.0,-38.0
stud_212,4.2,-11.6,4.0,-6.8,6.4,7.0,-10.0,1.2,-2.0,15.8,-13.666666666666666,5.0,7.0,20.0,-23.0
stud_213,14.0,-8.0,-1.6,-14.0,-4.8,-4.8,-0.2,-5.4,2.4,7.2,5.666666666666667,5.6,32.0,-54.0,-35.0
stud_214,-10.4,-16.6,-0.6,2.6,8.0,3.2,-7.4,-5.8,11.0,3.6,5.0,3.2,7.0,-49.0,-39.0
stud_215,5.2,1.4,8.0,-16.4,4.8,7.6,7.4,3.2,5.2,2.4,-6.666666666666667,-0.4,64.0,-5.0,-51.0
stud_216,-0.6,7.0,-9.6,-3.6,-14.2,-6.0,-4.0,3.6,0.8,14.0,9.666666666666666,0.8,73.0,-28.0,-16.0
stud_217,-6.4,-5.0,12.0,5.0,-1.2,7.4,-1.0,10.6,-3.4,2.6,28.333333333333332,-9.8,28.0,-45.0,68.0
stud_218,-16.8,7.4,10.0,6.4,-11.8,-7.2,-16.2,17.6,2.4,0.4,-5.0,16.2,80.0,75.0,-31.0
stud_219,7.2,-6.0,4.2,2.0,-6.4,10.0,-5.2,2.0,-7.4,4.4,3.3333333333333335,-11.2,25.0,0.0,26.0
stud_220,-11.2,-7.8,-3.6,-9.4,-15.8,-6.4,8.2,3.4,0.0,-8.6,-24.666666666666668,5.6,27.0,-51.0,2.0
stud_221,-4.6,-6.0,-9.8,-8.2,1.0,-7.6,-2.4,1.6,-2.4,-10.4,26.666666666666668,12.2,73.0,1.0,-7.0
stud_222,-10.2,5.6,-11.6,11.2,3.4,6.2,5.4,12.0,1.8,4.2,-26.666666666666668,-11.4,-36.0,-72.0,43.0
stud_223,-8.2,3.4,10.0,-3.6,-8.4,-8.8,5.8,6.6,-11.8,-12.8,27.0,-9.0,16.0,27.0,14.0
stud_224,-2.8,-18.8,-4.8,5.8,0.4,-12.2,-13.2,-6.8,-11.4,0.6,5.666666666666667,-5.8,4.0,-25.0,-22.0
stud_225,-8.8,-6.6,-8.6,12.0,11.2,8.2,-8.6,1.6,-8.2,-0.8,14.0,0.6,-47.0,-59.0,-17.0
stud_226,3.6,-5.0,3.0,-17.0,-10.0,-0.6,13.6,14.4,-13.4,5.6,4.666666666666667,-10.6,40.0,-13.0,18.0
stud_227,13.8,10.2,-5.2,4.4,10.8,-2.0,-2.6,-5.6,0.4,-4.2,9.333333333333334,17.0,-13.0,24.0,-13.0
stud_228,10.0,0.8,4.8,-11.4,-3.6,-6.0,12.8,10.4,13.8,16.6,9.0,-4.2,25.0,9.0,-83.0
stud_229,3.0,-1.6,2.6,-7.8,-1.6,-15.0,6.2,0.6,3.8,1.4,9.333333333333334,7.2,42.0,32.0,-15.0
stud_230,-8.4,-13.2,5.6,5.0,-7.6,-4.2,-0.6,-3.2,-5.0,7.2,6.0,-2.2,-8.0,-66.0,6.0
stud_231,9.4,-7.4,-16.6,4.2,-11.8,-4.4,-3.0,-3.4,-0.4,8.2,0.0,-2.6,54.0,-36.0,-5.0
stud_232,11.6,18.2,1.0,2.0,-3.6,-2.2,3.4,-1.4,-3.6,-7.6,-13.666666666666666,-1.8,-35.0,26.0,21.0
stud_233,12.8,5.6,-3.2,-4.6,-1.6,-11.2,-12.2,7.2,0.8,0.4,-12.333333333333334,10.4,-25.0,-25.0,18.0
stud_234,-3.6,6.8,4.6,-7.6,4.0,9.2,10.4,4.2,-15.6,-2.6,-7.333333333333333,-3.0,-48.0,-55.0,-19.0
stud_235,10.0,-6.8,-9.2,4.8,-13.2,-0.4,-2.6,-4.0,9.0,-8.4,-17.666666666666668,6.8,0.0,-4.0,23.0
stud_236,0.0,-6.4,-8.6,-9.2,17.0,-7.0,15.0,-13.6,3.2,1.8,0.3333333333333333,-16.8,30.0,30.0,-7.0
stud_237,-5.6,12.0,-14.6,-4.0,-6.6,-5.6,14.0,8.8,8.6,9.4,-18.0,-3.4,0.0,-1.0,61.0
stud_238,0.8,9.2,-1.8,-7.0,-11.2,12.0,-14.0,2.4,-6.4,5.4,-9.0,5.8,-1.0,-48.0,58.0
stud_239,1.4,1.2,12.2,0.2,0.0,-5.4,9.6,-3.0,10.8,8.4,-11.333333333333334,4.8,-35.0,-2.0,70.0
stud_240,-2.4,-0.4,6.2,8.2,6.6,2.8,-14.8,-0.8,9.4,14.6,13.333333333333334,14.4,-38.0,-16.0,38.0
stud_241,-5.2,5.8,8.4,-1.2,13.6,4.8,15.4,-5.6,-2.0,-5.0,18.0,-10.4,-79.0,56.0,13.0
stud_242,0.6,-3.8,-5.0,-16.4,-7.6,-14.6,0.6,1.0,10.4,1.4,-6.333333333333333,5.8,13.0,-49.0,-78.0
stud_243,4.4,-2.0,3.6,10.4,-4.0,3.6,0.4,9.6,-5.4,2.8,11.0,8.0,-17.0,-5.0,-46.0
stud_244,-16.6,-0.8,-13.8,-13.6,5.6,-5.4,2.8,-13.8,2.8,-15.8,3.0,3.6,-35.0,10.0,85.0
stud_245,5.8,4.2,-13.4,-7.8,6.2,3.8,5.4,-1.0,4.2,-7.4,17.333333333333332,-3.4,3.0,-50.0,79.0
stud_246,1.2,3.6,1.4,14.2,2.2,3.2,11.8,11.2,8.6,0.6,14.0,-1.8,51.0,30.0,-85.0
stud_247,4.0,4.0,5.6,0.2,-16.2,4.4,-1.4,2.0,-2.6,-7.2,19.0,-6.2,6.0,31.0,51.0
stud_248,6.6,1.8,0.0,2.8,1.8,4.2,0.6,-14.2,5.6,-4.2,-8.333333333333334,-10.8,-33.0,16.0,17.0
stud_249,4.6,-9.8,6.0,-1.0,9.6,-14.2,12.6,6.0,14.0,1.6,11.0,-14.2,-33.0,-6.0,3.0
stud_250,9.6,6.8,1.4,1.0,-3.2,4.4,5.8,13.8,-14.8,3.0,-1.0,-11.2,8.0,0.0,-16.0
stud_251,-14.6,14.2,-7.2,-1.2,7.6,-7.8,1.8,-4.2,3.4,11.6,-13.333333333333334,1.0,-51.0,83.0,4.0
stud_252,-7.0,8.8,0.2,6.6,11.6,8.0,1.8,6.0,4.2,-7.2,7.0,1.0,-4.0,15.0,-24.0
stud_253,-0.8,4.6,1.4,5.4,2.0,6.4,-13.8,9.2,10.8,0.8,8.333333333333334,-2.6,25.0,70.0,-8.0
stud_254,-15.0,2.6,12.6,-12.8,-7.0,-5.0,-12.0,-4.8,-0.4,4.8,-5.666666666666667,2.8,-22.0,53.0,-19.0
stud_255,-11.4,-9.6,-5.6,5.0,2.2,-9.4,-1.8,15.4,2.0,17.2,11.0,13.4,-11.0,20.0,53.0
stud_256,-7.0,1.6,-10.0,12.8,14.0,15.6,-2.4,-6.0,2.6,-2.4,-6.0,15.8,-8.0,26.0,5.0
stud_257,9.0,-5.8,0.4,4.4,-6.8,-16.4,1.4,12.2,13.6,12.0,5.0,0.0,21.0,-25.0,-60.0
stud_258,-14.2,-11.8,-3.6,-4.6,-3.2,1.0,-3.4,3.4,-9.2,-9.2,0.3333333333333333,-2.8,13.0,27.0,-6.0
stud_259,1.4,2.2,-4.8,-17.4,0.4,3.4,-4.6,-3.6,3.2,-0.6,9.666666666666666,2.0,-58.0,-37.0,46.0
stud_260,-4.4,-2.8,1.0,6.4,10.2,14.6,-5.2,5.6,14.8,4.0,-11.0,2.2,1.0,15.0,-2.0
stud_261,3.0,-3.2,-0.8,3.8,-1.4,16.6,-0.6,-12.2,-15.8,-1.0,0.6666666666666666,-1.8,-67.0,-44.0,0.0
stud_262,-0.4,17.4,5.8,1.2,2.4,-0.8,-1.8,-16.4,-9.8,-2.6,1.6666666666666667,-5.6,-23.0,-78.0,-1.0
stud_263,6.6,-1.0,4.8,17.2,10.8,6.0,9.8,3.6,4.4,-4.6,-22.0,14.0,16.0,9.0,24.0
stud_264,-5.2,5.4,13.4,6.4,-13.0,4.0,11.2,-12.2,11.2,16.0,-27.0,7.4,-16.0,-25.0,-45.0
stud_265,-10.4,2.4,-13.4,-4.4,4.2,2.6,1.2,7.6,-4.2,13.0,4.333333333333333,-2.4,0.0,-16.0,-48.0
stud_266,-10.4,1.2,12.2,-11.0,9.6,-9.0,-5.0,5.4,6.8,-11.0,-14.333333333333334,3.2,65.0,46.0,16.0
stud_267,-4.0,-15.2,-0.6,6.4,-9.2,-9.0,8.8,-4.2,-12.8,13.0,15.666666666666666,-5.0,88.0,-81.0,50.0
stud_268,1.0,-2.0,1.0,-2.4,10.0,9.0,1.4,-11.2,5.4,4.0,4.666666666666667,2.6,-24.0,-6.0,7.0
stud_269,3.8,0.6,9.0,10.2,-9.2,0.6,-5.0,1.6,-7.4,9.8,19.0,-12.2,-95.0,-47.0,-34.0
stud_270,6.2,10.2,-6.4,7.0,7.8,5.8,-1.2,7.8,-14.2,-3.4,14.666666666666666,-14.2,-25.0,-88.0,-34.0
stud_271,1.4,-2.0,-7.2,6.2,18.4,-6.6,-4.2,-17.2,-8.6,10.0,-12.666666666666666,-1.8,91.0,-2.0,-64.0
stud_272,-1.4,1.0,4.4,-0.8,-13.8,-14.6,5.0,8.2,-11.0,5.0,3.3333333333333335,10.2,-61.0,-26.0,16.0
stud_273,-8.8,6.0,-1.8,-0.4,1.6,-0.2,0.4,14.8,2.6,14.4,20.0,3.0,-70.0,-10.0,-67.0
stud_274,-5.2,1.2,3.8,2.0,0.2,10.2,0.4,-18.6,-2.6,-9.8,19.333333333333332,-6.4,25.0,2.0,-9.0
stud_275,-13.2,-10.0,-0.8,-3.6,1.6,0.8,4.4,11.4,-7.0,13.4,1.3333333333333333,3.2,-10.0,-31.0,46.0
stud_276,1.4,8.0,-1.0,-8.6,-12.4,0.0,2.6,-1.0,7.4,-4.0,-4.666666666666667,1.8,-62.0,-15.0,-55.0
stud_277,-2.2,2.8,0.6,5.8,-2.6,2.4,8.0,-1.2,0.2,3.6,-24.0,6.4,76.0,47.0,-13.0
stud_278,1.2,-1.0,-5.2,4.4,13.8,-5.4,8.2,1.6,-19.0,2.8,1.3333333333333333,-12.0,23.0,-14.0,-7.0
stud_279,-2.2,1.6,-8.0,2.6,-5.8,-14.0,4.6,8.2,-1.2,8.6,-0.3333333333333333,9.2,3.0,-18.0,44.0
stud_280,1.2,10.8,-7.8,-2.4,-12.8,4.2,-0.6,-3.2,7.8,5.2,8.0,-16.2,4.0,-82.0,44.0
stud_281,-9.6,-17.4,12.8,2.0,-3.4,0.6,8.0,-9.8,0.2,2.4,1.6666666666666667,1.0,-88.0,4.0,-62.0
stud_282,-4.2,5.6,-3.4,-2.4,3.4,1.8,-8.6,2.6,-2.0,-8.6,19.0,-2.4,14.0,-62.0,-18.0
stud_283,13.2,-3.4,-11.0,11.8,12.6,-9.6,12.2,2.0,13.4,-7.0,0.3333333333333333,11.6,-86.0,-17.0,-20.0
stud_284,-8.4,11.2,-7.4,9.2,-0.8,-16.4,3.6,-18.0,5.2,4.0,10.666666666666666,-2.8,-19.0,-60.0,54.0
stud_285,-5.6,-5.8,-9.6,16.2,18.8,2.6,-0.6,0.2,-14.4,2.2,29.0,3.8,15.0,24.0,43.0
stud_286,-6.2,5.4,6.0,-1.4,1.0,-1.0,-1.2,-4.4,0.2,-12.4,27.666666666666668,-8.4,-50.0,16.0,-16.0
stud_287,-5.2,-4.0,6.2,-12.2,-1.8,19.0,3.4,7.2,-2.6,12.6,-13.333333333333334,-15.8,-44.0,-10.0,32.0
stud_288,11.0,5.2,-15.6,-4.6,-7.0,-4.8,15.6,-5.8,-8.4,-9.0,10.333333333333334,8.8,-3.0,9.0,32.0
stud_289,-5.4,4.6,5.4,11.4,2.2,-9.2,-13.0,-8.2,-0.4,-0.8,14.0,12.0,-51.0,-29.0,-18.0
stud_290,-1.4,9.2,-7.4,-5.0,2.6,11.6,-5.2,18.0,-1.2,-4.0,-5.0,-6.4,41.0,68.0,5.0
stud_291,0.6,3.4,-3.8,-10.0,5.2,-13.8,-19.0,-7.8,-2.8,0.6,8.333333333333334,-2.2,36.0,-50.0,-52.0
stud_292,2.2,2.6,0.0,-1.4,-6.6,-11.8,9.0,-0.6,2.0,-5.8,21.0,11.0,19.0,-78.0,0.0
stud_293,-4.4,2.4,-0.4,2.2,-16.8,-1.0,-3.4,-11.2,3.8,10.8,26.333333333333332,11.8,15.0,38.0,-7.0
stud_294,-5.2,-4.2,5.0,-15.8,4.2,10.0,11.4,15.2,3.2,4.4,-15.0,-5.4,20.0,-7.0,-22.0
stud_295,-6.2,-10.4,-4.4,-2.8,0.6,-6.0,-1.8,8.6,-5.4,-0.2,-6.333333333333333,-5.4,-37.0,31.0,-86.0
stud_296,9.8,3.0,-9.4,-14.4,-4.8,-10.0,-6.0,-3.4,0.6,-3.4,-9.333333333333334,18.4,-4.0,64.0,-15.0
stud_297,-0.8,14.0,-8.0,8.6,5.6,-2.2,15.6,14.2,2.2,14.0,-15.0,8.4,1.0,76.0,18.0
stud_298,2.2,-14.2,7.8,2.8,2.4,-17.6,0.4,1.8,-0.8,15.0,2.6666666666666665,-2.4,6.0,-82.0,91.0
stud_299,9.6,8.8,13.4,-4.8,-5.6,2.0,-5.4,5.6,-3.4,11.8,15.333333333333334,-9.6,-74.0,58.0,-26.0
stud_300,-11.8,-4.4,-0.4,3.4,-3.8,1.4,5.0,15.6,-16.6,0.6,-7.666666666666667,-3.4,71.0,23.0,-14.0
stud_301,14.0,6.4,-10.6,4.2,3.8,1.6,8.0,-4.2,9.0,-2.0,2.6666666666666665,-1.2,-33.0,-9.0,34.0
stud_302,3.8,6.0,-8.2,-11.0,6.6,9.4,-4.0,10.6,-3.8,-0.8,4.666666666666667,2.0,6.0,-80.0,-32.0
stud_303,-0.6,-3.2,5.2,-4.2,-4.4,-4.0,4.2,2.2,1.0,0.6,-11.0,-5.4,-40.0,-88.0,-35.0
stud_304,-1.0,-11.0,-2.4,9.6,6.2,-8.2,-15.0,14.4,-6.0,-7.0,-3.0,-2.2,10.0,19.0,86.0
stud_305,2.4,-6.2,2.0,-3.8,-3.0,7.2,6.6,2.4,9.8,-4.8,-18.0,9.4,36.0,-8.0,28.0
stud_306,-17.2,0.4,3.6,0.2,-1.2,1.2,12.6,-1.0,-6.6,5.4,1.6666666666666667,0.6,-26.0,-4.0,44.0
stud_307,1.8,-17.4,2.0,-11.4,-5.2,5.4,-3.6,3.2,5.8,0.2,12.666666666666666,7.0,52.0,-30.0,35.0
stud_308,-15.8,5.8,8.8,9.2,6.0,0.0,5.4,3.6,2.8,-16.2,30.333333333333332,-6.2,63.0,19.0,-24.0
stud_309,-4.8,8.6,11.4,-12.8,-6.0,0.6,-7.4,-1.8,-9.4,3.0,8.333333333333334,-1.8,-8.0,11.0,-5.0
stud_310,-1.4,0.2,10.4,-11.2,10.4,2.6,-13.2,-4.4,-6.8,5.8,-5.0,4.8,-6.0,20.0,-61.0
stud_311,2.2,-4.4,4.2,1.6,-5.2,-14.8,-5.6,0.0,11.2,5.2,12.333333333333334,-2.0,-29.0,-63.0,-2.0
stud_312,-13.2,-4.0,17.8,-7.2,2.2,-6.8,8.6,-14.2,-8.0,-1.4,-28.333333333333332,-2.2,2.0,-44.0,-54.0
stud_313,-7.6,-8.0,4.4,-12.2,7.0,-4.0,5.8,11.6,-2.0,15.8,0.3333333333333333,2.2,36.0,-19.0,-2.0
stud_314,-10.0,-5.2,-10.8,-7.8,-14.6,-6.8,-5.4,-10.4,10.4,9.8,-7.333333333333333,9.2,-6.0,-6.0,15.0
stud_315,8.4,3.6,2.4,7.2,-6.6,0.8,-1.6,-2.4,-2.2,3.4,-1.0,13.6,4.0,-11.0,-99.0
stud_316,-3.2,-3.8,1.0,-15.4,11.4,0.4,1.8,-1.6,9.0,4.2,9.0,0.0,-14.0,9.0,4.0
stud_317,9.6,6.0,-3.8,-9.8,2.2,-12.2,-12.8,10.2,-6.8,-1.0,-2.3333333333333335,12.8,-14.0,38.0,-38.0
stud_318,-0.4,0.0,13.0,1.0,6.4,-8.8,5.8,-11.2,-2.8,-12.6,10.0,7.8,-39.0,1.0,8.0
stud_319,4.4,0.6,-16.0,8.6,0.2,-0.4,-4.0,10.2,6.6,-10.0,-3.3333333333333335,-13.0,-55.0,-20.0,-6.0
stud_320,6.0,-9.0,0.2,-5.0,5.0,14.0,11.0,-0.4,6.0,-4.0,-20.0,-5.0,73.0,-62.0,22.0
stud_321,5.4,-8.2,2.8,0.2,17.4,1.4,8.0,-5.2,1.4,-9.8,11.666666666666666,-1.4,69.0,-91.0,78.0
stud_322,-7.6,17.8,-11.2,-6.8,-6.2,-0.8,-5.6,0.4,4.2,-12.4,-2.0,2.0,43.0,62.0,12.0
stud_323,4.4,1.6,1.4,-3.2,-12.0,-1.0,-4.0,-0.2,-8.6,-3.8,-26.333333333333332,16.6,45.0,72.0,6.0
stud_324,4.4,-0.8,-0.4,4.2,-12.0,-7.4,0.8,6.8,4.8,-13.4,19.333333333333332,-5.2,-7.0,-42.0,-66.0
stud_325,2.6,-9.6,-7.4,17.0,-6.6,-4.2,7.2,1.4,3.6,-4.6,-1.6666666666666667,-5.8,39.0,-53.0,-57.0
stud_326,7.4,-3.0,-2.6,0.0,3.0,2.0,8.0,6.0,-5.4,-5.4,-1.0,14.0,-9.0,-20.0,12.0
stud_327,18.4,2.8,3.2,1.8,11.2,-1.8,1.6,-13.8,-9.6,9.8,-0.3333333333333333,-6.4,-11.0,-80.0,19.0
stud_328,10.2,0.0,-1.6,-13.0,16.0,1.6,-3.4,-9.2,-13.8,11.2,-14.333333333333334,12.4,-3.0,10.0,4.0
stud_329,-0.8,-0.8,2.2,1.0,1.2,10.8,4.0,15.4,-6.4,-13.6,2.6666666666666665,10.0,71.0,-21.0,-68.0
stud_330,-2.0,6.8,0.2,-15.2,5.0,7.4,-13.8,-0.8,4.0,-11.8,20.666666666666668,-5.0,2.0,-15.0,-14.0
stud_331,0.6,-1.2,-10.8,12.8,-2.4,7.2,-16.6,2.8,0.8,-9.0,-20.333333333333332,8.2,-79.0,-5.0,43.0
stud_332,2.2,7.8,7.0,-15.4,4.8,11.6,-6.2,-8.4,-7.4,-7.2,2.0,9.0,64.0,56.0,-47.0
stud_333,-17.6,-2.4,10.4,5.8,-9.2,-7.0,-8.2,-12.4,-15.4,13.0,-28.333333333333332,13.0,-12.0,-76.0,6.0
stud_334,-15.8,16.6,7.0,-0.4,0.0,5.0,4.8,1.8,-8.8,-2.0,21.666666666666668,11.2,73.0,39.0,-10.0
stud_335,-4.4,-6.0,-1.0,2.8,17.6,-1.6,-3.0,-14.0,-3.0,0.0,3.3333333333333335,-8.2,-22.0,-11.0,-30.0
stud_336,11.8,-2.4,-10.4,-11.6,9.2,-8.0,18.8,13.0,-1.0,5.4,-12.333333333333334,-12.2,0.0,-66.0,13.0
stud_337,0.6,-9.2,15.2,-12.8,2.4,-3.8,-14.6,-0.6,1.8,4.8,21.0,0.8,-15.0,-8.0,-26.0
stud_338,-12.2,-4.2,-10.4,-16.2,5.6,4.6,-5.2,6.8,0.2,-15.8,-2.0,14.2,6.0,-11.0,-29.0
stud_339,6.8,-1.2,-2.4,-0.4,-1.8,-16.4,-1.2,-13.0,4.8,-9.4,-23.0,-5.6,52.0,8.0,-29.0
stud_340,-11.4,4.8,-7.0,-13.0,-1.6,-13.4,-10.4,-2.8,4.4,15.0,17.0,-9.2,-15.0,-43.0,19.0
stud_341,-4.0,-3.4,4.4,2.8,3.6,17.6,2.0,8.2,-9.2,13.2,-1.3333333333333333,-16.8,20.0,60.0,-10.0
stud_342,2.0,-1.0,-3.6,-9.6,-0.2,7.6,6.0,-13.2,2.2,0.0,5.0,10.0,-27.0,-91.0,-58.0
stud_343,7.6,1.6,-7.0,-8.0,-6.8,15.8,-1.4,0.6,8.2,1.6,-14.666666666666666,-1.2,13.0,1.0,81.0
stud_344,3.0,1.6,-4.6,-9.8,-0.8,-0.4,3.2,1.8,19.6,0.4,6.333333333333333,8.0,35.0,49.0,34.0
stud_345,-13.2,2.4,-6.2,9.2,-2.0,-12.0,-9.6,9.0,-8.6,-5.8,0.0,-13.0,-32.0,-69.0,-28.0
stud_346,13.2,-3.6,-3.6,4.8,0.0,-1.4,8.4,1.2,-8.4,0.8,25.333333333333332,0.4,-35.0,50.0,-36.0
stud_347,0.0,13.6,11.8,-0.8,-13.4,12.0,0.0,0.0,-6.2,-3.8,3.3333333333333335,-4.0,-20.0,8.0,72.0
stud_348,6.4,-1.0,-4.8,2.2,1.2,9.4,-12.8,-0.8,-8.0,0.2,2.3333333333333335,11.8,-47.0,4.0,78.0
stud_349,2.6,7.0,6.6,-9.6,10.2,-15.2,5.0,-12.4,-2.0,-12.8,10.333333333333334,-10.6,-36.0,-72.0,-66.0
stud_350,13.8,-4.4,-1.6,2.6,15.6,13.2,-6.2,-7.0,-11.0,-6.0,-3.3333333333333335,12.0,-37.0,-13.0,-28.0
stud_351,-12.8,-5.2,10.8,-10.4,11.6,0.6,-4.6,-6.8,12.4,4.0,-1.0,-9.2,33.0,31.0,-19.0
stud_352,1.8,15.8,-8.8,-12.4,-13.8,-15.0,-10.0,-8.0,-12.2,-3.0,1.0,18.8,38.0,-80.0,6.0
stud_353,-1.0,11.6,-8.8,-14.4,4.6,-3.0,-7.8,15.6,-2.6,-2.6,-14.333333333333334,12.0,-65.0,-23.0,-54.0
stud_354,3.0,3.8,12.6,-13.0,-5.0,-13.2,-5.6,3.2,-13.0,11.2,-17.666666666666668,-0.2,-46.0,-60.0,75.0
stud_355,0.2,-11.4,8.0,9.8,-14.4,0.6,5.6,-2.2,13.4,10.8,-10.333333333333334,-2.4,50.0,35.0,-40.0
stud_356,7.6,16.6,14.0,-4.0,6.6,2.4,0.0,7.0,6.0,-0.2,-0.6666666666666666,-2.6,0.0,-6.0,0.0
stud_357,6.2,1.2,16.8,6.8,-5.0,-2.0,-13.2,1.2,-7.0,0.0,6.0,-4.4,17.0,-52.0,-13.0
stud_358,-0.6,-10.4,-1.2,-15.6,-3.0,-11.4,-3.4,10.0,-6.6,-12.0,-24.666666666666668,12.4,41.0,-45.0,-29.0
stud_359,-3.2,0.4,14.6,-6.6,-4.4,2.0,-8.6,-4.2,-5.6,-2.0,-1.3333333333333333,4.4,1.0,-19.0,43.0
stud_360,-15.4,6.0,-1.2,5.6,-3.2,-4.4,-10.2,-5.0,5.2,9.2,-12.666666666666666,-1.2,4.0,-45.0,48.0
stud_361,7.0,-8.4,6.8,-8.2,-12.8,-5.2,-2.2,1.2,6.0,-1.6,8.0,6.8,-16.0,-9.0,-55.0
stud_362,-17.6,-9.6,-2.2,4.2,-4.4,-5.6,3.2,13.8,9.2,-16.6,5.0,11.2,91.0,-78.0,-44.0
stud_363,-8.2,-13.4,-7.4,12.6,0.0,5.4,13.6,-4.6,4.0,10.6,-5.0,-14.6,33.0,-24.0,55.0
stud_364,7.4,9.6,-1.0,1.6,1.6,6.0,-6.0,-12.2,-4.6,0.4,17.0,3.8,-40.0,-27.0,-5.0
